"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Number of Turbines","Predominant Turbine Manufacturer","Predominant Turbine Model Number","Design Wind Speed (mph)","Wind Quality Class","Turbine Hub Height (Feet)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"236",15500,"Puget Sound Energy Inc",56255,"Hopkins Ridge Wind","WA","Columbia","2","OP","Onshore Wind Turbine","WT","Electric Utility",1,7.2,7.2,7.2,8,2008,4,"Vestas","V80-1.8",16.5,2,219.8,15500,"Puget Sound Energy Inc","Hopkins Ridge Wind","431 Gwinn Road","Dayton","WA",99328,"Columbia",46.4211,-117.8331,"WECC","BPAT","Bonneville Power Administration",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Bonneville Power Administration",1738,"WA",115,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"237",50012,"FPL Energy Callahan Wind, LLC",56270,"Callahan Divide Wind Energy Center","TX","Taylor","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,114,114,114,3,2005,76,"GE","1.5 SLE",19,2,262.5,50012,"FPL Energy Callahan Wind, LLC","Callahan Divide Wind Energy Center","1209 F CR 618","Tusocola","TX",79562,"Taylor",32.303889,-100.021667,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"238",61728,"GlidePath Power Operations LLC",56271,"Diablo Winds LLC","CA","Alameda","VEST","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,18,18,18,12,2004,31,"Vestas","V47-660",17,1,164,61728,"GlidePath Power Operations LLC","Diablo Winds LLC","6185 Industrial Way","Livermore","CA",94550,"Alameda",37.763653,-121.614392,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Pacific Gas & Electric Co",14328,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"239",50014,"FPL Energy Weatherford, LLC",56273,"Weatherford Wind Energy Center","OK","Custer","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,106.5,106.5,106.5,4,2005,71,"GE","1.5 SLE",19,2,262.5,50014,"FPL Energy Weatherford, LLC","Weatherford Wind Energy Center","3070 West service road","Weatherford","OK",73906,"Custer",35.5094,-98.7346,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Public Service Co of Oklahoma",15474,"OK",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"240",50014,"FPL Energy Weatherford, LLC",56273,"Weatherford Wind Energy Center","OK","Custer","2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,40.5,40.5,40.5,12,2005,27,"GE","1.5 SLE",19,2,262.5,50014,"FPL Energy Weatherford, LLC","Weatherford Wind Energy Center","3070 West service road","Weatherford","OK",73906,"Custer",35.5094,-98.7346,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Public Service Co of Oklahoma",15474,"OK",138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"241",56899,"Wind Stream Operations LLC",56275,"Helzel & Schwarzhoff 86","CA","Kern","WGNS","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,2.4,2.4,2.4,12,1986,27,"Vestas","V17-90",12,1,80,56899,"Wind Stream Operations LLC","Helzel & Schwarzhoff 86","13000 Jameson Road","Tehachapi","CA",93561,"Kern",35.0925,-118.3952,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",34,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"242",56899,"Wind Stream Operations LLC",56276,"ZCO","CA","Kern","WGNS","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,1.6,1.6,1.6,12,1985,10,"Vestas","V15",16.5,1,80,56899,"Wind Stream Operations LLC","ZCO","13000 Jameson Road","Tehachapi","CA",93561,"Kern",35.0772,-118.3811,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",66,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"243",54684,"Flat Rock Windpower, LLC",56290,"Maple Ridge Wind Farm","NY","Lewis","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,137,137,137,12,2005,83,"Vestas","V82-1.65",19,2,262,54684,"Flat Rock Windpower, LLC","Maple Ridge Wind Farm","6972 Eagle Factory Road","Lowville","NY",13367,"Lewis",43.7853,-75.5753,"NPCC","NYIS","New York Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","03-101-000","N","X",NA,"Niagara Mohawk Power Corp.",13573,"NY",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"244",54684,"Flat Rock Windpower, LLC",56290,"Maple Ridge Wind Farm","NY","Lewis","1A","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,61,61,61,1,2006,37,"Vestas","V82-1.65",19,2,262,54684,"Flat Rock Windpower, LLC","Maple Ridge Wind Farm","6972 Eagle Factory Road","Lowville","NY",13367,"Lewis",43.7853,-75.5753,"NPCC","NYIS","New York Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","03-101-000","N","X",NA,"Niagara Mohawk Power Corp.",13573,"NY",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"245",54684,"Flat Rock Windpower, LLC",56290,"Maple Ridge Wind Farm","NY","Lewis","2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,33,33,33,6,2006,20,"Vestas","V82-1.65",19,2,262,54684,"Flat Rock Windpower, LLC","Maple Ridge Wind Farm","6972 Eagle Factory Road","Lowville","NY",13367,"Lewis",43.7853,-75.5753,"NPCC","NYIS","New York Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","03-101-000","N","X",NA,"Niagara Mohawk Power Corp.",13573,"NY",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"246",54684,"Flat Rock Windpower, LLC",56290,"Maple Ridge Wind Farm","NY","Lewis","3","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,91,91,91,12,2006,55,"Vestas","V82-1.65",19,2,262,54684,"Flat Rock Windpower, LLC","Maple Ridge Wind Farm","6972 Eagle Factory Road","Lowville","NY",13367,"Lewis",43.7853,-75.5753,"NPCC","NYIS","New York Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","03-101-000","N","X",NA,"Niagara Mohawk Power Corp.",13573,"NY",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"247",50063,"FPL Energy Horse Hollow LLC",56291,"Horse Hollow Wind Energy Center","TX","Taylor","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,213,213,213,12,2005,142,"GE","1.5 SLE",22,2,279,50063,"FPL Energy Horse Hollow LLC","Horse Hollow Wind Energy Center","14064 B Hwy 277 S","Wingate","TX",79566,"Taylor",32.214024,-100.05712,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"248",50063,"FPL Energy Horse Hollow LLC",56291,"Horse Hollow Wind Energy Center","TX","Taylor","2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,223.5,223.5,223.5,6,2006,150,"Siemens","SWT-2.3-93",22,2,262.4,50063,"FPL Energy Horse Hollow LLC","Horse Hollow Wind Energy Center","14064 B Hwy 277 S","Wingate","TX",79566,"Taylor",32.214024,-100.05712,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"249",50063,"FPL Energy Horse Hollow LLC",56291,"Horse Hollow Wind Energy Center","TX","Taylor","3","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,299,299,299,6,2006,130,"GE","1.5 SLE",22,2,279,50063,"FPL Energy Horse Hollow LLC","Horse Hollow Wind Energy Center","14064 B Hwy 277 S","Wingate","TX",79566,"Taylor",32.214024,-100.05712,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas Central Company",3278,"TX",138,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"250",50123,"Leeward Asset Management, LLC",56293,"Caprock Wind Farm","NM","Quay","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,60,60,60,12,2004,60,"Mitsubishi","MWT-1000",18.5,1,226,50123,"Leeward Asset Management, LLC","Caprock Wind Farm","1414A State Hwy 469","San Jon","NM",88434,"Quay",34.980556,-103.353889,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","04-4-001","Y","05-21-000","N","X",NA,"Southwestern Public Service Co",17718,"NM",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"251",50123,"Leeward Asset Management, LLC",56293,"Caprock Wind Farm","NM","Quay","2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,20,20,20,5,2005,20,"Mitsubishi","MWT-1000",14,1,226,50123,"Leeward Asset Management, LLC","Caprock Wind Farm","1414A State Hwy 469","San Jon","NM",88434,"Quay",34.980556,-103.353889,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","04-4-001","Y","05-21-000","N","X",NA,"Southwestern Public Service Co",17718,"NM",115,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"252",50123,"Leeward Asset Management, LLC",56295,"Kumeyaay Wind","CA","San Diego","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,50,50,50,12,2005,25,"Gamesa","G87-2.0",19,2,223,50123,"Leeward Asset Management, LLC","Kumeyaay Wind","North of I-8, West of Campo Cr","Campo","CA",91906,"San Diego",32.705556,-116.3425,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-46-000","N","X",NA,"San Diego Gas & Electric Co",16609,"CA",69,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"253",15399,"Avangrid Renewables LLC",56296,"Trimont Area Wind Farm","MN","Martin","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,100.5,100.5,100.5,11,2005,67,"GE","1.5 SLE",17.7,2,262,15399,"Avangrid Renewables LLC","Trimont Area Wind Farm","231 220th Street","Trimont","MN",56172,"Martin",43.7938,-94.8499,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-82-000",NA,"X",NA,"Northern States Power Co - Minnesota",13781,"MN",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"254",50123,"Leeward Asset Management, LLC",56297,"Crescent Ridge","IL","Bureau","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,53,53,53,12,2005,33,"NEG-Micon","NM82/1650",21,2,256,50123,"Leeward Asset Management, LLC","Crescent Ridge","6250 1475 East St","Tiskilwa","IL",61368,"Bureau",41.25,-89.5708,"RFC","PJM","PJM Interconnection, LLC","n/a",22,"NR",2,"IPP Non-CHP","N",NA,"Y","02-102-000","Y","02-165-000","N","X",NA,"Commonwealth Edison Co",4110,"IL",138,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"255",50123,"Leeward Asset Management, LLC",56299,"Wind Park Bear Creek","PA","Luzerne","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,24,24,24,3,2006,12,"Gamesa","G87-2.0",19,2,256,50123,"Leeward Asset Management, LLC","Wind Park Bear Creek","10 miles SE of Wilkes-Barre PA","Bear Creek","PA",18702,"Luzerne",41.235278,-75.753056,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","06-21-000","Y","06-6-000","N","X",NA,"PPL Electric Utilities Corp",14715,"PA",69,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"256",50123,"Leeward Asset Management, LLC",56300,"Jersey-Atlantic Wind Farm","NJ","Atlantic","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,7.5,7.5,7.5,3,2006,5,"GE","1.5 SLE",19,2,262,50123,"Leeward Asset Management, LLC","Jersey-Atlantic Wind Farm","1801 Absecon Blvd.","Atlantic City","NJ",8401,"Atlantic",39.382222,-74.4475,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","06-20-000","N",NA,"N","X",NA,"Atlantic City Electric Co",963,"NJ",22.9,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"257",49893,"Invenergy Services LLC",56301,"Wolverine Creek","ID","Bonneville","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,64.5,64.5,64.5,2,2006,43,"GE","1.5 SLE",15.8,2,263,49893,"Invenergy Services LLC","Wolverine Creek","729 Bone Road","Idaho Falls","ID",83401,"Bonneville",43.4195,-111.8294,"WECC","PACE","PacifiCorp - East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"PacifiCorp",14354,"ID",161,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"258",2770,"Terra-Gen Operating Co-Wind",56302,"Oasis Wind","CA","Kern","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,59,59,59,12,2004,59,"Mitsubishi","MWT-1000",19,1,196.9,2770,"Terra-Gen Operating Co-Wind","Oasis Wind","7021 Oak Creek Road","Mojave","CA",93501,"Kern",35.06094,-118.292406,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-41-000","N","X",NA,"San Diego Gas & Electric Co",16609,"CA",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"259",15399,"Avangrid Renewables LLC",56303,"Elk River Wind","KS","Butler","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,150,150,150,12,2005,100,"GE","1.5 SLE",19.2,2,262,15399,"Avangrid Renewables LLC","Elk River Wind","14980 SE 190th","Beaumont","KS",67072,"Butler",37.5797,-96.5503,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-25-000",NA,"X",NA,"Westar Energy Inc",22500,"KS",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"260",59883,"NRG Energy Gas & Wind Holdings Inc",56304,"San Juan Mesa Wind Project LLC","NM","Roosevelt","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,120,120,120,12,2005,120,"Mitsubishi","MWT-1000A",19,2,226,59883,"NRG Energy Gas & Wind Holdings Inc","San Juan Mesa Wind Project LLC","4388 S. Roosevelt Road 22","Elida","NM",88116,"Roosevelt",33.9716,-103.8604,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-76-000,05-1389-000","N","X",NA,"Southwestern Public Service Co",17718,"NM",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"261",56769,"Consolidated Edison Development Inc.",56307,"Adams Wind Farm","MN","Mower","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,13.5,13.5,13.5,9,2003,9,"NEG-Micon","NM72C/1500",19,2,229.7,56769,"Consolidated Edison Development Inc.","Adams Wind Farm","12933 660 Ave","Adams","MN",55909,"Mower",43.554778,-92.724139,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-478,08-484-000,08-485-000,08-486-000,08-491-000","N",NA,"N","X",NA,"Dairyland Power Coop",4716,NA,69,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"262",56769,"Consolidated Edison Development Inc.",56307,"Adams Wind Farm","MN","Mower","2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,9.8,9.8,9.8,7,2004,6,"NEG-Micon","NM82/1650",19,2,229.7,56769,"Consolidated Edison Development Inc.","Adams Wind Farm","12933 660 Ave","Adams","MN",55909,"Mower",43.554778,-92.724139,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-478,08-484-000,08-485-000,08-486-000,08-491-000","N",NA,"N","X",NA,"Dairyland Power Coop",4716,NA,69,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"263",60025,"Greenbacker Renewable Energy Corporation",56308,"Fossil Gulch","ID","Gooding","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,10.5,10.5,10.5,2,2005,7,"GE","1.5 SLE",22,3,262.4,60025,"Greenbacker Renewable Energy Corporation","Fossil Gulch","Near town of Hagerman","Hagerman","ID",83332,"Gooding",42.858056,-114.949444,"WECC","IPCO","Idaho Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","04-142-000","N",NA,"N","X",NA,"Idaho Power Co",9191,"ID",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"X",NA
"264",50123,"Leeward Asset Management, LLC",56311,"Sweetwater Wind 3 LLC","TX","Nolan","SW3","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,135,135,135,12,2005,90,"GE","1.5 SLE",19,2,262,50123,"Leeward Asset Management, LLC","Sweetwater Wind 3 LLC","10 miles South Hwy 70","Sweetwater","TX",79556,"Nolan",32.290833,-100.4219,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","06-23-000","N","X",NA,"Oncor Electric Delivery Company LLC",44372,"TX",345,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"265",49893,"Invenergy Services LLC",56320,"Spring Canyon","CO","Logan","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,60,60,60,2,2006,40,"GE","1.5 SLE",19.5,2,263,49893,"Invenergy Services LLC","Spring Canyon","28191 CR 74","Peetz","CO",80747,"Logan",40.983,-102.9647,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Co of Colorado",15466,"CO",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"266",15500,"Puget Sound Energy Inc",56322,"Wild Horse","WA","Kittitas","1","OP","Onshore Wind Turbine","WT","Electric Utility",1,228.6,228.6,228.6,12,2006,127,"Vestas","V80-1.8",18,2,219.8,15500,"Puget Sound Energy Inc","Wild Horse","25901 Vantage Hwy","Ellensburg","WA",98926,"Kittitas",47.036269,-120.206494,"WECC","PSEI","Puget Sound Energy","N.A.",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Puget Sound Energy Inc",15500,"WA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"267",15500,"Puget Sound Energy Inc",56322,"Wild Horse","WA","Kittitas","WH2","OP","Onshore Wind Turbine","WT","Electric Utility",1,44,44,44,11,2009,22,"Vestas","V80-2.0",15.4,2,219.8,15500,"Puget Sound Energy Inc","Wild Horse","25901 Vantage Hwy","Ellensburg","WA",98926,"Kittitas",47.036269,-120.206494,"WECC","PSEI","Puget Sound Energy","N.A.",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Puget Sound Energy Inc",15500,"WA",230,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"268",54707,"Blue Canyon Windpower II LLC",56335,"Blue Canyon Windpower II","OK","Comanche","EW2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,151,151,151,12,2005,84,"Vestas","V80-1.8",16.1,2,262,54707,"Blue Canyon Windpower II LLC","Blue Canyon Windpower II","3109 State Hwy 19","Carnegie","OK",73015,"Comanche",34.8661,-98.6056,"MRO","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG03-78",NA,"X",NA,"Western Farmers Elec Coop, Inc",20447,NA,138,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"269",50123,"Leeward Asset Management, LLC",56336,"Aragonne Wind LLC","NM","Guadalupe","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,90,90,90,12,2006,90,"Mitsubishi","MWT-1000",17.3,1,226,50123,"Leeward Asset Management, LLC","Aragonne Wind LLC","1837 Muniz Road","Santa Rosa","NM",88435,"Guadalupe",34.8147,-105.0108,"WECC","PNM","Public Service Company of New Mexico","n/a",22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","06-41-000","N","X",NA,"Public Service Co of NM",15473,"NM",345,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"270",50123,"Leeward Asset Management, LLC",56337,"Sweetwater Wind 4 LLC","TX","Nolan","SW4","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,241,241,241,5,2007,181,"Mitsubishi","MWT-1000",16.5,1,230,50123,"Leeward Asset Management, LLC","Sweetwater Wind 4 LLC","7900 FM 608","Roscoe","TX",79545,"Nolan",32.3122,-100.5303,"TRE","ERCO","Electric Reliability Council of Texas, Inc.","n/a",22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","07-49-000","N","X",NA,"Oncor Electric Delivery Company LLC",44372,"TX",345,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"271",54709,"High Trail Wind Farm LLC",56338,"High Trail Wind Farm LLC","IL","McLean","1","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,198,198,198,3,2007,120,"Vestas","V82-1.65",19,2,262,54709,"High Trail Wind Farm LLC","High Trail Wind Farm LLC","13682N 2900 East Road","Ellsworth","IL",61737,"McLean",40.4792,-88.7989,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG06-35","N","X",NA,"Commonwealth Edison Co",4110,"IL",345,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"272",20856,"Wisconsin Power & Light Co",56347,"Cedar Ridge","WI","Fond Du Lac","1","OP","Onshore Wind Turbine","WT","Electric Utility",1,67.7,67.7,67.7,12,2008,41,"Vestas","V82-1.65",15,2,262,20856,"Wisconsin Power & Light Co","Cedar Ridge","W3473 Highway 45","Eden","WI",53019,"Fond Du Lac",43.692647,-88.329742,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"American Transmission Co",659,"WI",138,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"273",10000,"Evergy Metro",56351,"Spearville","KS","Ford","1","OP","Onshore Wind Turbine","WT","Electric Utility",1,100.5,100.5,100.5,9,2006,67,"GE","1.5 SLE",19,2,265,10000,"Evergy Metro","Spearville","10311 126 RD","Ford","KS",67876,"Ford",37.8641,-99.7528,"MRO","SWPP","Southwest Power Pool",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kansas City Power & Light Co",10000,"KS",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"274",10000,"Evergy Metro",56351,"Spearville","KS","Ford","2","OP","Onshore Wind Turbine","WT","Electric Utility",1,48,48,48,12,2010,32,"GE","1.5 SLE",19,2,265,10000,"Evergy Metro","Spearville","10311 126 RD","Ford","KS",67876,"Ford",37.8641,-99.7528,"MRO","SWPP","Southwest Power Pool",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kansas City Power & Light Co",10000,"KS",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"275",9417,"Interstate Power and Light Co",56355,"Whispering Willow Wind Farm - East","IA","Franklin","1","OP","Onshore Wind Turbine","WT","Electric Utility",1,199.7,199.7,199.7,12,2009,121,"Vestas","V82-1.65",17,2,262,9417,"Interstate Power and Light Co","Whispering Willow Wind Farm - East","1598 70th Street","Iowa Falls","IA",50126,"Franklin",42.630513,-93.206389,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"ITC Midwest LLC",56161,NA,161,NA,NA,"N",NA,NA,NA,NA,NA,"X",NA
"276",54717,"FPL Energy Burleigh County Wind LLC",56357,"FPL Energy Burleigh County Wind","ND","Burleigh","GE","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,18,18,18,2,2006,12,"GE","1.5 SLE",19,2,262.5,54717,"FPL Energy Burleigh County Wind LLC","FPL Energy Burleigh County Wind","5120 279th Ave NE","Wilton","ND",58579,"Burleigh",47.1167,-100.7333,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Central Power Elec Coop, Inc",3279,NA,230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"277",54717,"FPL Energy Burleigh County Wind LLC",56357,"FPL Energy Burleigh County Wind","ND","Burleigh","GE15","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,31.5,31.5,31.5,12,2005,21,"GE","1.5 SLE",19,2,262.5,54717,"FPL Energy Burleigh County Wind LLC","FPL Energy Burleigh County Wind","5120 279th Ave NE","Wilton","ND",58579,"Burleigh",47.1167,-100.7333,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Central Power Elec Coop, Inc",3279,NA,230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"278",15399,"Avangrid Renewables LLC",56359,"Klondike Windpower II","OR","Sherman","PH2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,75,75,75,7,2005,50,"GE","1.5 SLE",14.5,2,262,15399,"Avangrid Renewables LLC","Klondike Windpower II","98435 Klondike Lane","Wasco","OR",97065,"Sherman",45.571,-120.593,"WECC","AVRN","Avangrid Renewables LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","05-23-000",NA,"X",NA,"Bonneville Power Administration",1738,"OR",230,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
