"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Number of Turbines","Predominant Turbine Manufacturer","Predominant Turbine Model Number","Design Wind Speed (mph)","Wind Quality Class","Turbine Hub Height (Feet)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"1",63560,"TDX Sand Point Generating, LLC",1,"Sand Point","AK","Aleutians East","WT1","OA","Onshore Wind Turbine","WT","IPP Non-CHP",2,0.5,0.1,0.1,10,2011,1,"Vestas","V39-500",19,2,155,63560,"TDX Sand Point Generating, LLC","Sand Point","100 Power Plant Way","Sand Point","AK",99661,"Aleutians East",55.339722,-160.497222,NA,NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"TDX Sand Point Generating, LLC",63560,"AK",0.48,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"2",63560,"TDX Sand Point Generating, LLC",1,"Sand Point","AK","Aleutians East","WT2","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,0.5,0.3,0.3,10,2011,1,"Vestas","V39-500",19,2,155,63560,"TDX Sand Point Generating, LLC","Sand Point","100 Power Plant Way","Sand Point","AK",99661,"Aleutians East",55.339722,-160.497222,NA,NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"TDX Sand Point Generating, LLC",63560,"AK",0.48,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"3",13642,"Nome Joint Utility Systems",90,"Snake River","AK","Nome","ENT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.8,0.8,0.8,1,2015,15,"Entegrity Wind Systems","EW50",20,2,102,13642,"Nome Joint Utility Systems","Snake River","1226 Port Road","Nome","AK",99762,"Nome",64.505331,-165.429814,"ASCC",NA,NA,"Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Nome Joint Utility Systems",13642,"AK",4,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"4",13642,"Nome Joint Utility Systems",90,"Snake River","AK","Nome","EWT 1","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2013,1,"EWT","DW54-900",20,2,164,13642,"Nome Joint Utility Systems","Snake River","1226 Port Road","Nome","AK",99762,"Nome",64.505331,-165.429814,"ASCC",NA,NA,"Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Nome Joint Utility Systems",13642,"AK",4,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"5",13642,"Nome Joint Utility Systems",90,"Snake River","AK","Nome","EWT 2","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2013,1,"EWT","DW54-900",20,2,164,13642,"Nome Joint Utility Systems","Snake River","1226 Port Road","Nome","AK",99762,"Nome",64.505331,-165.429814,"ASCC",NA,NA,"Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Nome Joint Utility Systems",13642,"AK",4,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"6",10633,"City of Lamar - (CO)",508,"Lamar Plant","CO","Prowers","T1-T3","OP","Onshore Wind Turbine","WT","Electric Utility",1,4.5,4,4,2,2004,3,"GE","1.5 XLE",19,2,262.4,10633,"City of Lamar - (CO)","Lamar Plant","100 North Second Street","Lamar","CO",81052,"Prowers",38.033327,-102.537915,"WECC","PSCO","Public Service Company of Colorado","Wells",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"City of Lamar - (CO)",10633,"CO",69,NA,NA,"N",NA,"COLORADO INTERSTATE GAS COMPANY LLC",NA,NA,NA,"N","X"
"7",10633,"City of Lamar - (CO)",508,"Lamar Plant","CO","Prowers","T4","OP","Onshore Wind Turbine","WT","Electric Utility",1,1.5,1.5,1.5,2,2004,1,"GE","1.5 XLE",19,2,262.4,10633,"City of Lamar - (CO)","Lamar Plant","100 North Second Street","Lamar","CO",81052,"Prowers",38.033327,-102.537915,"WECC","PSCO","Public Service Company of Colorado","Wells",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"City of Lamar - (CO)",10633,"CO",69,NA,NA,"N",NA,"COLORADO INTERSTATE GAS COMPANY LLC",NA,NA,NA,"N","X"
"8",62042,"SRIV Partnership LLC",692,"Medicine Bow","WY","Carbon","10","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,4.9,4.9,4.9,7,2000,7,"Vestas","V47-660",18.8,2,164,62042,"SRIV Partnership LLC","Medicine Bow","475 Carbon Co. Rd. 3","Medicine Bow","WY",82329,"Carbon",41.835278,-106.242778,"WECC","WAUW","Western Area Power Administration UGP West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","14-162-000","N",NA,"N","X",NA,"WAPA-- Western Area Power Administration",27000,"WY",245,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"9",62042,"SRIV Partnership LLC",692,"Medicine Bow","WY","Carbon","11","OP","Onshore Wind Turbine","WT","IPP Non-CHP",2,1.3,1.3,1.3,7,2000,2,"Vestas","V42-600",18.8,2,164,62042,"SRIV Partnership LLC","Medicine Bow","475 Carbon Co. Rd. 3","Medicine Bow","WY",82329,"Carbon",41.835278,-106.242778,"WECC","WAUW","Western Area Power Administration UGP West",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","14-162-000","N",NA,"N","X",NA,"WAPA-- Western Area Power Administration",27000,"WY",245,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"10",7095,"City of Geneseo - (IL)",944,"Geneseo","IL","Henry","10","OP","Onshore Wind Turbine","WT","Electric Utility",1,1.5,1.5,1.5,9,2009,1,"VENSYS","VENSYS77",18,2,200,7095,"City of Geneseo - (IL)","Geneseo","433 East North Street","Geneseo","IL",61254,"Henry",41.451494,-90.148547,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..","Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"City of Geneseo - (IL)",7095,"IL",69,NA,NA,"N","NICOR GAS",NA,NA,NA,NA,"X","X"
"11",7095,"City of Geneseo - (IL)",944,"Geneseo","IL","Henry","11","OP","Onshore Wind Turbine","WT","Electric Utility",1,1.5,1.5,1.5,10,2009,1,"VENSYS","VENSYS77",18,2,200,7095,"City of Geneseo - (IL)","Geneseo","433 East North Street","Geneseo","IL",61254,"Henry",41.451494,-90.148547,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..","Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"City of Geneseo - (IL)",7095,"IL",69,NA,NA,"N","NICOR GAS",NA,NA,NA,NA,"X","X"
"12",14201,"City of Osage - (IA)",1172,"Osage (IA)","IA","Mitchell","W1","OP","Onshore Wind Turbine","WT","Electric Utility",1,1.6,0.5,0.5,12,2009,1,"GE","1.5 SLE",17.8,2,260,14201,"City of Osage - (IA)","Osage (IA)","720 Chestnut","Osage","IA",50461,"Mitchell",43.279722,-92.810556,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..","Municipality",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"City of Osage - (IA)",14201,"IA",69,NA,NA,"N",NA,"NORTHERN NATURAL GAS",NA,NA,NA,"N",NA
"13",13048,"City of Mountain Lake - (MN)",1998,"Mountain Lake","MN","Cottonwood","8","OP","Onshore Wind Turbine","WT","Electric Utility",1,1.2,1.2,1.2,7,2007,1,"Suzlon","S64-1250",15,2,246,13048,"City of Mountain Lake - (MN)","Mountain Lake","925 2nd Ave.","Mountain Lake","MN",56159,"Cottonwood",43.9405,-94.9434,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Mountain Lake - (MN)",13048,"MN",69,NA,NA,"N","MINNESOTA ENERGY RESOURCES",NA,NA,NA,NA,"N",NA
"14",20737,"Willmar Municipal Utilities",2022,"Willmar","MN","Kandiyohi","WTG3","OP","Onshore Wind Turbine","WT","Electric Utility",1,2,2,2,8,2009,1,"DeWind","D8.2",14.7,2,262.4,20737,"Willmar Municipal Utilities","Willmar","710 Benson Avenue Southwest","Willmar","MN",56201,"Kandiyohi",45.121705,-95.053236,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..","Wells",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Willmar Municipal Utilities",20737,"MN",12.47,NA,NA,"N",NA,"CENTERPOINT ENERGY INTRASTATE PL LLC",NA,NA,NA,"N","N"
"15",20737,"Willmar Municipal Utilities",2022,"Willmar","MN","Kandiyohi","WTG4","OP","Onshore Wind Turbine","WT","Electric Utility",1,2,2,2,8,2009,1,"DeWind","D8.2",14.7,2,262.4,20737,"Willmar Municipal Utilities","Willmar","710 Benson Avenue Southwest","Willmar","MN",56201,"Kandiyohi",45.121705,-95.053236,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..","Wells",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Willmar Municipal Utilities",20737,"MN",12.47,NA,NA,"N",NA,"CENTERPOINT ENERGY INTRASTATE PL LLC",NA,NA,NA,"N","N"
"16",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","10","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2002,1,"NEG-Micon","NM52/900",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"17",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","11","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2002,1,"NEG-Micon","NM52/900",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"18",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","12","OP","Onshore Wind Turbine","WT","Electric Utility",1,1,1,1,12,2003,1,"NEG-Micon","NM54/950",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"19",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","13","OP","Onshore Wind Turbine","WT","Electric Utility",1,1,1,1,12,2003,1,"NEG-Micon","NM54/950",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"20",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","8","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2002,1,"NEG-Micon","NM52/900",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"21",21013,"City of Worthington - (MN)",2024,"Worthington","MN","Nobles","9","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,7,2002,1,"NEG-Micon","NM52/900",19,2,240,21013,"City of Worthington - (MN)","Worthington","399 Stower Dr","Worthington","MN",56187,"Nobles",43.63349,-95.609234,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"City of Worthington - (MN)",21013,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"22",6779,"City of Fremont - (NE)",2240,"Lon Wright","NE","Dodge","CTNWD","OP","Onshore Wind Turbine","WT","Electric Utility",1,40.9,40.9,40.9,11,2017,19,"GE","1.5 S",19,2,295,6779,"City of Fremont - (NE)","Lon Wright","2701 East 1st Street","Fremont","NE",68025,"Dodge",41.4281,-96.4623,"MRO","SWPP","Southwest Power Pool","Wells",22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"Y","Y","OP","City of Fremont - (NE)",6779,"NE",69,NA,NA,"N",NA,"NORTHERN NATURAL GAS",NA,NA,NA,"N",NA
"23",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","10wt","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,7,1999,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"24",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","11wt","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2005,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"25",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","12wt","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2005,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"26",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","13WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2006,1,"Vestas","V15",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"27",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","14wt","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2002,1,"Northern Power","Northwind 100",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"28",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","15WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2006,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"29",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","16WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2006,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"30",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","17WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,2006,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"31",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","18WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,5,2012,1,"EWT","DW54-900",13,2,250,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"32",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","19WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.9,0.9,0.9,5,2012,1,"EWT","DW54-900",13,2,250,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"33",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","1WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.6,0.6,0.6,5,1999,10,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"34",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","2WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,5,1999,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"35",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","3WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.2,0.2,0.2,1,1997,3,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"36",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","4WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.5,0.5,0.5,1,1999,7,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"37",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","5WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,1,2002,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"38",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","6WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,1,2005,2,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"39",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","7WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,2,2006,4,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"40",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","8WT","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,7,1999,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"41",10451,"Kotzebue Electric Assn Inc",6304,"Kotzebue Hybrid","AK","NORTHWEST ARCTIC","9wt","OP","Onshore Wind Turbine","WT","Electric Utility",1,0.1,0.1,0.1,7,1999,1,"AOC","AOC15/50",13,2,90,10451,"Kotzebue Electric Assn Inc","Kotzebue Hybrid","245 4th Street","Kotzebue","AK",99752,"NORTHWEST ARCTIC",66.837778,-162.556944,"ASCC",NA,NA,NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Kotzebue Electric Assn Inc",10451,"AK",7.2,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"42",7601,"Green Mountain Power Corp",7381,"Searsburg Wind Turbine","VT","Bennington","1","OP","Onshore Wind Turbine","WT","Electric Utility",1,6,5.2,5,6,1997,11,"Zond","Z-40",18,1,132,7601,"Green Mountain Power Corp","Searsburg Wind Turbine","528 Sleepy Hollow Road","Searsburg","VT",5363,"Bennington",42.8625,-72.9628,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,NA,"X",NA,"Green Mountain Power Corp",7601,"VT",34.5,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"43",15371,"Town of Princeton - (MA)",7501,"Princeton Wind Farm","MA","Worcester","2","OP","Onshore Wind Turbine","WT","Electric Utility",1,3,3,3,1,2010,2,"Fuhrlander","FL 1500-77",16,2,230,15371,"Town of Princeton - (MA)","Princeton Wind Farm","Westminster Road","Princeton","MA",1541,"Worcester",42.4789,-71.9,"NPCC","ISNE","ISO New England Inc.",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Town of Princeton - (MA)",15371,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
