"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"795",58440,"CD US Solar MT 2 LLC",58446,"Arrache 4013","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,8,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 4013","42170 40th Street East","Palmdale","CA",93552,"Los Angeles",34.650556,-118.051944,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-303","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"796",58440,"CD US Solar MT 2 LLC",58447,"Arrache 8083","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,9,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 8083","42051 40th Street East","Palmdale","CA",93552,"Los Angeles",34.647778,-118.061111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-295, 11-296, 11-297","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"797",58440,"CD US Solar MT 2 LLC",58447,"Arrache 8083","CA","Los Angeles","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,9,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 8083","42051 40th Street East","Palmdale","CA",93552,"Los Angeles",34.647778,-118.061111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-295, 11-296, 11-297","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"798",58440,"CD US Solar MT 2 LLC",58447,"Arrache 8083","CA","Los Angeles","3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,9,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Arrache 8083","42051 40th Street East","Palmdale","CA",93552,"Los Angeles",34.647778,-118.061111,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-295, 11-296, 11-297","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"799",58440,"CD US Solar MT 2 LLC",58448,"Nunn","CA","San Bernardino","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,7,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Nunn","14129 Joshua Rd","Apple Valley","CA",92307,"San Bernardino",34.509167,-117.154444,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-376","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"800",58440,"CD US Solar MT 2 LLC",58449,"Rutan","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,1.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Rutan","20th Street West & West Ave M","Palmdale","CA",93551,"Los Angeles",34.643889,-118.163056,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","12-56, 12-53, 12-52","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"801",58440,"CD US Solar MT 2 LLC",58449,"Rutan","CA","Los Angeles","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,1,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,1.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Rutan","20th Street West & West Ave M","Palmdale","CA",93551,"Los Angeles",34.643889,-118.163056,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","12-56, 12-53, 12-52","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"802",58440,"CD US Solar MT 2 LLC",58449,"Rutan","CA","Los Angeles","3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,1,2014,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Rutan","20th Street West & West Ave M","Palmdale","CA",93551,"Los Angeles",34.643889,-118.163056,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","12-56, 12-53, 12-52","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"803",58440,"CD US Solar MT 2 LLC",58450,"Vinam","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,7,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Vinam","43252 40th Street East","Lancaster","CA",93535,"Los Angeles",34.668889,-118.061389,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-294","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"804",58440,"CD US Solar MT 2 LLC",58451,"Ma","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,10,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Ma","4016 East Lancaster Blvd","Lancaster","CA",93535,"Los Angeles",34.695278,-118.0625,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","12-190","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"805",58440,"CD US Solar MT 2 LLC",58452,"Horn","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,10,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Horn","8101 80th Ave W","Lancaster","CA",93536,"Los Angeles",34.708889,-118.274167,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-355","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"806",63248,"Palmetto Power Management LLC",58453,"Dixon Dairy Road Solar","NC","Cleveland","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4,4,4,12,2011,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,185,20,5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,63248,"Palmetto Power Management LLC","Dixon Dairy Road Solar","230 Dixon Dairy Road","Kings Mountain","NC",28086,"Cleveland",35.199167,-81.410833,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11,231,00","N",NA,NA,"X",NA,"Duke Energy Carolinas, LLC",5416,"NC",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"807",58440,"CD US Solar MT 2 LLC",58454,"Watts 3115","CA","San Bernardino","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,8,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Watts 3115","1255 El Mirage Road","Adelanto","CA",92301,"San Bernardino",34.600833,-117.642222,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-292, 11-293","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"808",58440,"CD US Solar MT 2 LLC",58454,"Watts 3115","CA","San Bernardino","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.5,0.5,0.5,12,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,45,0,0.7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58440,"CD US Solar MT 2 LLC","Watts 3115","1255 El Mirage Road","Adelanto","CA",92301,"San Bernardino",34.600833,-117.642222,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","11-292, 11-293","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"809",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,41.9,41.9,41.9,3,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,52.9,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"810",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,21,21,21,4,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,26,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"811",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,39.6,39.6,39.6,6,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.2,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"812",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,31.4,31.4,31.4,9,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.3,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"813",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK5","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,31.4,31.4,31.4,11,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.1,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"814",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK6","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,26.9,26.9,26.9,12,2015,NA,"Y","N",NA,NA,NA,NA,NA,NA,NA,0,0,32.6,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"815",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK7","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,41.9,41.9,41.9,1,2016,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,50.6,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"816",58451,"McCoy Solar, LLC",58462,"McCoy Solar Energy Project Hybrid","CA","Riverside","BLK8","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,36.5,36.5,36.5,8,2015,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.6,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,58451,"McCoy Solar, LLC","McCoy Solar Energy Project Hybrid","1990 Dracker Drive","Blythe","CA",92225,"Riverside",33.694722,-114.739722,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",230,NA,NA,"Y",NA,NA,NA,NA,NA,"X","X"
"817",58452,"SMECO Solar LLC",58463,"Herbert Farm Solar","MD","Charles","1","OP","Solar Photovoltaic","PV","Electric Utility",1,5.5,5.5,5.5,11,2012,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,90,20,7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58452,"SMECO Solar LLC","Herbert Farm Solar","7761 Leonardtown Rd","Hughesville","MD",20637,"Charles",38.545556,-76.799444,"RFC","PJM","PJM Interconnection, LLC","n/a",22,"RE",1,"Electric Utility","N",NA,"Y","QF12-435-000","N",NA,"N","X",NA,"Southern Maryland Elec Coop Inc",17637,"MD",12,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"818",17650,"Southern Power Co",58467,"Campo Verde Solar","CA","Imperial","CVS1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,147.4,139,139,10,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,201.9,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,17650,"Southern Power Co","Campo Verde Solar","1148 Liebert Road","El Centro","CA",92249,"Imperial",32.753333,-115.726389,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","EG14-33-000","N","X",NA,"San Diego Gas & Electric Co",16609,"CA",230,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"819",5070,"Delaware Electric Cooperative",58473,"Bruce A Henry Solar Farm","DE","Sussex","BHSF","OP","Solar Photovoltaic","PV","Electric Utility",1,4,3.9,3,8,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,5.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,5070,"Delaware Electric Cooperative","Bruce A Henry Solar Farm","23031 East Trap Pond Road","Georgetown","DE",19947,"Sussex",38.663992,-75.400542,"RFC","PJM","PJM Interconnection, LLC",NA,22,"RE",1,"Electric Utility","N",NA,"N",NA,"N",NA,"N","X",NA,"Delaware Electric Cooperative",5070,"DE",12.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"820",58464,"City of Las Vegas",58477,"Las Vegas WPCF Solar Plant","NV","Clark","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,3.3,3.3,3.3,5,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58464,"City of Las Vegas","Las Vegas WPCF Solar Plant","6005 Vegas Valley Dr","Las Vegas","NV",89142,"Clark",36.134444,-115.035278,"WECC","NEVP","Nevada Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Nevada Power Co",13407,"NV",12.5,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"821",60281,"Altus Power America Management, LLC",58479,"SEV NM Phase 2","NM","Chaves","NMP2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,1.4,1.1,6,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,2.5,"Y",NA,NA,NA,NA,NA,"Y",2.5,"N",NA,60281,"Altus Power America Management, LLC","SEV NM Phase 2","1200 W. Brasher Rd","Roswell","NM",88201,"Chaves",33.351111,-104.506944,"WECC","SWPP","Southwest Power Pool",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF13-529-000","N",NA,NA,"X",NA,"Southwestern Public Service Co",17718,"NM",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"822",58466,"SunEnergy1",58480,"Plymouth Solar LLC","NC","Washington","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,9,2012,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,6.5,"Y",NA,NA,NA,NA,"N","N",NA,"N",NA,58466,"SunEnergy1","Plymouth Solar LLC","Mackey's Rd and Industrial Par","Plymouth","NC",27962,"Washington",35.875,-76.710556,"SERC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF12-162-000","N",NA,"N","X",NA,"Virginia Electric & Power Co",19876,"NC",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"823",58467,"SSA Solar of CO 1, LLC",58481,"CSU Pueblo","CO","Pueblo","CSU1","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,1,1,1,12,2008,NA,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,180,20,1.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58467,"SSA Solar of CO 1, LLC","CSU Pueblo","2200 Bonforte Boulevard","Pueblo","CO",81001,"Pueblo",38.306111,-104.58,"WECC","WACM","Western Area Power Administration - Rocky Mountain Region",NA,611,"NR",4,"Commercial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Black Hills Power Inc",19545,"SD",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"824",58468,"Dominion Renewable Energy",58482,"Azalea Solar, LLC","GA","Washington","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,7.7,7.7,7.7,12,2013,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,9.7,"Y",NA,NA,NA,NA,"N","N",NA,"N",NA,58468,"Dominion Renewable Energy","Azalea Solar, LLC","965 Breezy Hill Road","Davisboro","GA",31018,"Washington",32.980833,-82.591667,"SERC","SOCO","Southern Company Services, Inc. - Trans",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","13-547-002","N",NA,"N","X",NA,"Georgia Transmission Corp",7197,"GA",46,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"825",58469,"Tinton Falls Solar",58483,"Tinton Falls Solar Farm","NJ","Monmouth","UNIT1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,16,16,16,11,2012,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,180,18,19,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58469,"Tinton Falls Solar","Tinton Falls Solar Farm","99 Tormee Drive","Tinton Falls","NJ",7712,"Monmouth",40.263889,-74.084167,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Jersey Central Power & Lt Co",9726,"NJ",34.5,NA,NA,"N",NA,NA,NA,NA,NA,"N","X"
"826",60898,"Axium US Solar Holdings LLC",58485,"Upson Rocky Creek Solar Plant","GA","Upson","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2012,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60898,"Axium US Solar Holdings LLC","Upson Rocky Creek Solar Plant","310 Rocky Creek Road","Thomaston","GA",30286,"Upson",32.920833,-84.343056,"SERC","SOCO","Southern Company Services, Inc. - Trans",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","12-86-001","N",NA,"N","X",NA,"Georgia Power Co",7140,"GA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"827",58473,"NVT LICENSES, LLC",58486,"Picture Rocks Solar, LLC","AZ","Pima","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,20,20,20,12,2012,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,25.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58473,"NVT LICENSES, LLC","Picture Rocks Solar, LLC","9000 N Sanders Rd","Marana","AZ",85653,"Pima",32.369722,-111.242778,"WECC","TEPC","Tucson Electric Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Tucson Electric Power Co",24211,"AZ",46,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"828",17650,"Southern Power Co",58487,"Granville Solar PV Power Project","NC","Granville","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.5,2.5,2.5,10,2012,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,17650,"Southern Power Co","Granville Solar PV Power Project","7169 Highway 15","Oxford","NC",27565,"Granville",36.411667,-78.593889,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF12-489-001","N",NA,"N","X",NA,"Duke Energy Progress - (NC)",3046,"NC",13.2,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"829",58473,"NVT LICENSES, LLC",58488,"Bryan Solar, LLC","TX","Presidio","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,10,10,10,6,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,0,12.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58473,"NVT LICENSES, LLC","Bryan Solar, LLC","3400 Rancho Rd","Presidio","TX",79845,"Presidio",29.6,-104.3,"TRE","ERCO","Electric Reliability Council of Texas, Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"AEP Texas North Company",20404,"TX",69,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"830",17650,"Southern Power Co",58489,"Apex Solar PV Power Project","NV","Clark","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,20,20,20,7,2012,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,99,NA,24.8,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,17650,"Southern Power Co","Apex Solar PV Power Project","14005 Apex Power Pkwy","North Las Vegas","NV",89165,"Clark",36.39,-114.97,"WECC","NEVP","Nevada Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF11-500-001","N",NA,"N","X",NA,"Nevada Power Co",13407,"NV",69,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"831",17650,"Southern Power Co",58490,"Spectrum Solar PV Power Project","NV","Clark","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,30.2,30,30,9,2013,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,37.6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,17650,"Southern Power Co","Spectrum Solar PV Power Project","4040 State Highway 147","Las Vegas","NV",89124,"Clark",36.23,-114.87,"WECC","NEVP","Nevada Power Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF12-493-001","N",NA,"N","X",NA,"Nevada Power Co",13407,"NV",69,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
